Date,1_to_2,2_to_1,2_to_3,3_to_2,3_to_4,4_to_3,4_to_5,5_to_4,5_to_8,5_to_30,6_to_7,6_to_30,7_to_6,7_to_8,7_to_11,8_to_5,8_to_7,8_to_9,8_to_12,9_to_8,9_to_10,10_to_9,10_to_11,11_to_7,11_to_10,11_to_24,12_to_8,12_to_13,12_to_14,13_to_12,13_to_14,13_to_16,14_to_12,14_to_13,14_to_16,14_to_17,15_to_17,16_to_13,16_to_14,16_to_19,17_to_14,17_to_15,17_to_18,18_to_17,18_to_19,18_to_20,19_to_16,19_to_18,19_to_20,20_to_18,20_to_19,20_to_22,21_to_22,21_to_27,22_to_20,22_to_21,22_to_23,22_to_24,23_to_22,24_to_11,24_to_22,24_to_25,25_to_24,26_to_27,26_to_28,27_to_21,27_to_26,27_to_30,28_to_26,28_to_29,28_to_31,29_to_28,30_to_5,30_to_6,30_to_27,30_to_31,31_to_28,31_to_30,31_to_32,32_to_31,32_to_33,32_to_34,33_to_32,34_to_32
2022-08-28 13:00:00,7,8,18,17,16,16,9,9,6,5.0,9.0,26.0,12.0,7,8.0,2,5,24,6.0,20,18.0,16.0,14.0,16,26,74,1,31,14,29,14,19.0,13,17,14,14,12,11,10,5,13,11,12,11,2.0,7,6.0,7,6,10,11.0,17.0,8,7,7,8.0,33,14,38,66,21,36,44,11.0,7.0,8,12,9,7,16,4,18,2.0,28,17,78,7.0,87,65,76,8,22,2.0,23
2022-08-28 13:15:00,7,14,26,23,23,27,9,17,9,6.0,11.0,17.0,11.0,10,6.0,11,5,28,6.0,21,15.0,10.0,6.0,15,5,43,5,22,20,23,19,19.0,14,10,16,15,14,14,16,4,21,10,16,10,14.0,8,8.0,7,10,12,6.0,16.0,16,7,12,6.0,39,17,40,33,18,41,24,4.0,5.0,9,6,21,14,16,8,23,4.0,16,16,90,7.0,60,92,61,14,32,9.0,37
2022-08-28 13:30:00,3,12,18,24,23,24,6,13,9,8.0,3.0,23.0,7.0,6,6.0,5,4,38,16.0,28,7.0,19.0,8.0,8,43,41,9,19,11,29,15,15.0,14,7,15,12,10,15,14,11,17,14,12,11,7.0,13,6.0,6,9,12,11.0,13.0,7,4,3,7.0,32,18,25,107,23,40,64,13.0,8.0,6,7,15,24,16,4,22,6.0,14,14,83,7.0,69,79,67,8,38,8.0,21
2022-08-28 13:45:00,8,10,17,22,13,24,11,6,5,5.0,7.0,21.0,7.0,4,2.0,7,13,16,3.0,28,14.0,11.0,19.0,16,17,118,3,21,14,23,11,18.0,18,7,18,17,15,17,4,6,13,15,11,15,11.0,16,4.0,4,5,9,8.0,22.0,6,9,12,4.0,41,11,31,67,23,59,44,8.0,11.0,8,7,19,9,12,6,17,4.0,22,10,69,8.0,65,63,67,5,24,5.0,29
2022-08-28 14:00:00,11,13,18,12,17,19,8,11,5,7.0,9.0,21.0,7.0,3,6.0,5,7,17,5.0,18,11.0,9.0,14.0,21,39,90,5,25,12,25,10,11.0,22,7,17,14,25,17,6,5,16,21,22,11,8.0,16,3.0,4,18,6,5.0,16.0,7,9,15,8.0,42,15,49,78,20,49,29,10.0,5.0,8,7,20,12,12,10,13,6.0,20,14,88,5.0,64,84,47,3,28,9.0,22
2022-08-28 14:15:00,9,10,22,20,19,12,4,6,10,6.0,10.0,16.0,11.0,9,12.0,3,6,19,7.0,15,11.0,12.0,9.0,15,32,79,3,18,19,38,10,9.0,18,6,7,7,12,9,11,9,18,16,16,15,5.0,16,4.0,9,9,15,11.0,20.0,11,13,18,3.0,29,16,48,83,30,43,42,8.0,4.0,9,8,19,14,15,10,21,6.0,13,18,91,6.0,63,72,56,4,30,6.0,18
2022-08-28 14:30:00,5,7,16,17,16,18,12,6,9,8.0,7.0,18.0,6.0,3,10.0,3,8,13,2.0,15,8.0,11.0,6.0,7,18,68,3,22,21,25,10,15.0,15,7,12,9,13,10,10,5,13,8,11,14,7.0,5,5.0,6,8,12,3.0,23.0,8,6,9,6.0,28,13,34,46,32,46,31,15.0,7.0,9,18,27,19,7,8,14,6.0,19,10,81,6.0,61,64,72,8,23,4.0,29
2022-08-28 14:45:00,9,5,22,18,20,25,9,13,6,3.0,9.0,19.0,2.0,0,7.0,6,4,21,6.0,19,12.0,10.0,27.0,13,19,104,0,10,10,17,7,8.0,10,4,13,12,13,10,14,9,16,11,17,7,9.0,15,3.0,6,5,5,6.0,9.0,10,9,14,16.0,37,21,47,70,21,55,34,13.0,5.0,6,6,26,20,13,2,19,5.0,17,16,76,8.0,42,67,44,10,22,2.0,27
2022-08-28 15:00:00,2,8,17,21,9,14,7,9,15,7.0,7.0,22.0,5.0,5,5.0,8,7,14,6.0,13,13.0,15.0,13.0,17,44,67,8,15,25,23,10,11.0,11,5,13,13,15,8,15,4,11,10,10,13,11.0,14,7.0,7,14,8,3.0,15.0,12,6,15,12.0,36,20,28,86,19,44,65,8.0,8.0,12,11,24,22,15,14,25,3.0,19,15,82,9.0,64,65,66,6,29,5.0,30
2022-08-28 15:15:00,7,8,25,17,23,14,5,9,5,6.0,6.0,25.0,11.0,2,4.0,8,7,13,5.0,20,12.0,17.0,7.0,16,27,55,3,28,17,16,16,17.0,17,9,15,12,13,7,16,6,19,14,23,12,8.0,18,6.0,7,8,10,3.0,17.0,10,12,16,6.0,34,15,45,90,25,49,40,9.0,10.0,11,4,15,8,13,8,16,2.0,12,11,88,7.0,48,65,48,7,31,3.0,20
2022-08-28 15:30:00,7,7,14,24,9,15,10,12,5,6.0,14.0,15.0,7.0,5,8.0,3,9,22,2.0,22,13.0,13.0,15.0,16,30,83,3,27,26,33,9,15.0,15,6,14,9,12,7,8,5,17,9,11,9,7.0,10,6.0,10,12,11,10.0,17.0,8,4,14,5.0,35,20,42,50,24,49,41,13.0,6.0,6,5,20,12,14,6,13,2.0,10,11,97,4.0,53,71,58,4,36,6.0,24
2022-08-28 15:45:00,9,4,23,17,22,26,13,12,3,8.0,8.0,19.0,9.0,5,9.0,5,9,19,6.0,24,19.0,17.0,50.0,9,25,167,9,21,16,23,12,8.0,20,6,14,9,15,7,10,5,16,14,7,8,6.0,10,6.0,10,13,8,11.0,15.0,16,7,9,8.0,30,17,29,61,18,67,22,7.0,7.0,10,8,23,10,15,7,20,4.0,16,13,70,8.0,61,64,64,5,30,4.0,29
2022-08-28 16:00:00,6,8,28,15,18,19,9,12,11,7.0,6.0,26.0,13.0,10,11.0,6,9,21,4.0,21,10.0,14.0,16.0,21,45,76,0,23,15,29,12,17.0,14,12,13,10,8,9,10,4,15,17,14,12,7.0,15,6.0,2,10,6,11.0,17.0,13,4,13,10.0,36,11,29,86,27,56,49,9.0,13.0,8,12,18,14,21,5,14,6.0,23,21,114,5.0,73,74,66,11,33,4.0,26
2022-08-28 16:15:00,9,10,21,17,19,28,9,12,5,9.0,14.0,17.0,9.0,8,16.0,1,13,33,3.0,19,14.0,10.0,22.0,10,17,70,7,31,14,22,3,6.0,7,10,12,13,17,13,7,7,10,20,21,14,6.0,17,4.0,9,10,9,7.0,14.0,11,5,13,14.0,35,14,27,54,19,65,41,14.0,3.0,9,15,23,14,18,6,16,8.0,21,14,106,9.0,72,95,79,10,34,14.0,47
2022-08-28 16:30:00,9,12,27,22,22,26,14,15,9,11.0,4.0,18.0,15.0,7,9.0,5,4,29,6.0,23,11.0,6.0,15.0,12,26,130,1,21,21,26,20,21.0,9,8,14,12,27,5,11,4,10,16,14,14,9.0,12,8.0,10,8,16,8.0,16.0,13,10,12,6.0,25,17,23,37,24,57,38,7.0,16.0,6,13,24,17,15,8,17,13.0,13,18,86,8.0,86,81,104,12,30,6.0,49
2022-08-28 16:45:00,9,15,23,20,27,19,12,11,14,6.0,15.0,40.0,17.0,1,15.0,1,6,30,17.0,15,7.0,11.0,12.0,11,18,96,3,23,21,25,10,13.0,19,10,18,8,15,11,20,10,13,11,17,10,9.0,7,4.0,7,14,8,7.0,13.0,18,6,19,14.0,43,16,30,80,25,59,47,12.0,10.0,10,18,28,14,17,5,26,9.0,17,18,81,9.0,72,67,89,12,25,7.0,28
2022-08-28 17:00:00,9,10,23,24,27,27,14,8,8,10.0,13.0,20.0,13.0,7,10.0,6,9,23,10.0,26,15.0,14.0,18.0,8,17,102,3,30,19,40,5,13.0,13,13,11,10,12,11,10,4,16,12,11,12,7.0,9,4.0,8,12,6,11.0,29.0,8,8,17,10.0,38,14,47,42,24,53,34,17.0,16.0,6,15,20,21,18,7,31,9.0,18,27,134,14.0,60,88,79,11,30,13.0,37
2022-08-28 17:15:00,8,8,17,25,23,26,19,31,14,11.0,11.0,36.0,17.0,6,9.0,5,7,19,4.0,30,17.0,17.0,35.0,13,60,171,4,24,30,23,17,23.0,25,8,19,15,24,13,15,5,13,17,16,13,8.0,11,8.0,7,10,12,11.0,21.0,16,8,15,13.0,43,21,51,136,28,60,45,17.0,15.0,8,13,38,22,15,1,25,8.0,21,18,118,6.0,76,94,90,5,41,11.0,35
2022-08-28 17:30:00,7,14,33,21,21,25,16,14,10,8.0,18.0,28.0,17.0,5,7.0,7,8,29,5.0,27,17.0,11.0,18.0,23,23,121,3,34,17,40,13,15.0,19,9,15,18,18,13,14,13,20,17,20,14,12.0,14,8.0,9,12,11,10.0,23.0,12,4,24,6.0,33,22,38,98,35,64,44,7.0,9.0,12,7,26,27,10,9,20,3.0,16,24,113,7.0,60,99,77,5,40,9.0,32
2022-08-28 17:45:00,5,4,19,22,22,26,14,11,12,12.0,9.0,17.0,18.0,5,5.0,7,13,28,4.0,30,11.0,10.0,22.0,14,23,99,4,22,25,34,9,21.0,18,9,17,22,22,18,16,10,14,17,33,16,7.0,13,4.0,17,17,18,12.0,15.0,9,15,15,8.0,36,27,38,54,19,74,24,12.0,14.0,10,10,17,16,13,4,19,7.0,20,21,90,7.0,77,102,100,15,37,11.0,41
2022-08-28 18:00:00,12,9,30,19,19,27,15,14,10,8.0,7.0,23.0,9.0,4,15.0,7,10,32,10.0,31,22.0,12.0,15.0,15,66,104,9,25,28,28,24,22.0,11,12,16,15,11,16,15,11,17,18,24,15,16.0,23,9.0,12,7,16,5.0,17.0,23,5,14,4.0,31,22,37,120,33,47,42,9.0,16.0,7,10,14,22,21,7,20,4.0,20,20,108,8.0,77,79,87,14,43,6.0,42
2022-08-28 18:15:00,9,6,21,23,33,25,15,12,5,8.0,9.0,25.0,10.0,12,14.0,7,6,19,8.0,31,29.0,21.0,13.0,11,27,119,2,18,31,31,22,20.0,21,17,18,20,24,24,11,6,18,14,14,12,6.0,15,3.0,10,10,11,12.0,21.0,15,8,19,9.0,33,10,39,71,30,55,36,10.0,15.0,10,8,31,18,18,8,19,10.0,18,25,90,6.0,70,80,68,10,32,9.0,41
2022-08-28 18:30:00,4,9,26,26,22,25,9,12,6,5.0,11.0,8.0,6.0,10,4.0,3,12,21,5.0,20,25.0,16.0,35.0,18,42,145,3,29,22,28,23,18.0,19,21,21,16,19,16,14,7,18,14,22,7,5.0,8,6.0,6,10,6,11.0,15.0,14,9,12,11.0,25,16,28,97,15,62,29,7.0,11.0,16,15,18,18,18,11,21,7.0,14,25,108,5.0,67,91,85,11,34,8.0,39
2022-08-28 18:45:00,8,10,22,25,22,24,13,7,7,7.0,4.0,8.0,12.0,5,9.0,10,8,28,6.0,17,11.0,12.0,14.0,16,26,80,9,25,23,28,17,21.0,15,11,22,18,13,19,14,8,21,8,20,14,6.0,13,5.0,4,12,9,11.0,24.0,11,9,10,9.0,26,15,34,76,22,47,28,7.0,12.0,7,8,17,12,11,6,17,10.0,14,22,89,9.0,61,75,62,10,35,8.0,39
2022-08-28 19:00:00,9,7,24,25,26,26,16,15,6,5.0,3.0,13.0,11.0,4,15.0,3,7,24,6.0,13,13.0,11.0,65.0,22,49,149,4,33,20,24,20,17.0,10,11,24,9,7,18,7,8,21,8,11,10,11.0,9,6.0,14,7,13,8.0,21.0,8,5,13,2.0,31,11,23,105,12,59,44,6.0,12.0,4,9,17,12,10,5,19,4.0,9,17,77,8.0,54,65,65,7,25,10.0,41
2022-08-28 19:15:00,4,9,25,20,20,17,8,9,5,7.0,8.0,11.0,7.0,8,3.0,7,7,20,4.0,18,12.0,11.0,13.0,19,36,153,3,16,12,27,15,15.0,13,11,11,15,15,12,15,11,10,11,13,10,4.0,11,3.0,6,12,11,7.0,14.0,12,3,10,7.0,23,11,22,102,15,59,38,5.0,6.0,8,12,20,10,8,4,10,3.0,14,22,88,7.0,72,68,72,10,24,9.0,48
2022-08-28 19:30:00,10,8,46,18,35,16,15,8,13,1.0,8.0,17.0,9.0,3,9.0,8,6,16,6.0,20,16.0,13.0,5.0,15,60,60,4,23,22,30,13,14.0,6,4,9,11,17,10,16,6,12,5,7,11,7.0,17,7.0,7,10,8,8.0,11.0,9,8,8,5.0,26,10,22,113,16,55,52,7.0,9.0,8,6,14,13,15,3,11,2.0,6,22,88,5.0,56,71,65,5,34,13.0,31
2022-08-28 19:45:00,13,9,36,23,17,18,5,9,9,10.0,7.0,13.0,2.0,9,16.0,5,3,31,4.0,15,12.0,13.0,39.0,15,26,143,3,17,26,19,14,10.0,5,5,11,19,6,15,12,5,10,19,16,10,6.0,4,6.0,8,14,5,4.0,8.0,7,6,8,11.0,21,13,23,88,14,44,29,8.0,5.0,4,12,22,8,15,3,6,6.0,9,13,72,2.0,52,67,61,7,30,2.0,23
2022-08-28 20:00:00,7,8,21,15,19,17,10,9,10,4.0,7.0,8.0,10.0,6,11.0,6,5,22,7.0,17,15.0,12.0,32.0,20,50,125,3,13,16,12,15,20.0,11,8,9,12,15,15,14,10,12,14,9,15,6.0,8,4.0,7,10,10,4.0,16.0,8,6,17,9.0,26,23,20,96,12,57,38,11.0,8.0,6,9,17,8,12,6,17,4.0,3,14,89,5.0,52,67,67,15,29,6.0,36
2022-08-28 20:15:00,6,10,20,17,16,20,5,5,3,6.0,3.0,6.0,3.0,5,9.0,5,4,15,5.0,13,11.0,5.0,7.0,13,17,111,1,11,12,12,10,14.0,5,10,6,19,7,12,8,3,15,13,12,7,2.0,10,1.0,3,15,6,6.0,8.0,6,6,11,7.0,22,17,24,59,15,46,28,7.0,8.0,6,5,28,15,12,5,15,2.0,2,12,97,6.0,49,65,48,7,25,9.0,22
2022-08-28 20:30:00,5,6,11,8,13,15,6,12,8,1.0,4.0,8.0,13.0,8,8.0,2,7,20,9.0,18,10.0,14.0,6.0,14,42,60,6,20,18,16,14,13.0,12,3,6,22,19,15,14,4,11,16,18,8,3.0,3,4.0,2,10,10,8.0,15.0,8,6,7,9.0,17,19,21,112,11,42,40,5.0,9.0,2,9,12,12,12,3,14,1.0,8,17,81,5.0,57,66,57,6,25,6.0,33
2022-08-28 20:45:00,9,7,18,13,8,24,5,11,13,1.0,4.0,11.0,5.0,3,4.0,5,5,15,6.0,18,11.0,12.0,29.0,8,13,137,1,18,15,13,11,13.0,11,9,14,12,12,9,13,1,13,13,9,17,6.0,10,5.0,7,9,8,9.0,9.0,6,6,18,4.0,14,15,11,54,6,50,15,5.0,8.0,7,13,24,10,15,6,15,6.0,5,16,73,3.0,49,73,52,11,27,4.0,19
2022-08-28 21:00:00,7,7,26,13,16,20,8,10,5,4.0,3.0,5.0,6.0,5,10.0,7,6,19,2.0,13,8.0,11.0,5.0,12,36,75,4,7,11,23,9,16.0,11,6,10,16,13,9,15,6,10,9,12,11,4.0,6,9.0,6,10,9,3.0,7.0,5,5,13,3.0,17,25,18,81,7,55,39,10.0,5.0,12,9,16,8,13,4,11,6.0,5,11,69,6.0,48,64,50,10,24,4.0,39
2022-08-28 21:15:00,10,4,16,17,16,15,4,6,2,2.0,4.0,3.0,8.0,6,1.0,1,7,20,4.0,6,17.0,7.0,28.0,17,17,136,0,13,9,11,10,8.0,8,4,11,11,13,14,15,7,13,10,14,9,6.0,10,3.0,11,2,7,5.0,4.0,1,3,10,3.0,20,14,20,36,9,45,19,14.0,2.0,2,9,12,12,13,7,13,4.0,6,8,85,3.0,41,61,44,6,26,5.0,16
2022-08-28 21:30:00,9,6,10,16,11,11,3,4,7,1.0,7.0,7.0,5.0,2,12.0,2,1,10,6.0,14,7.0,14.0,4.0,14,38,64,2,14,8,13,8,5.0,6,3,7,7,4,6,11,4,5,7,4,7,3.0,6,4.0,7,7,3,6.0,8.0,2,5,10,7.0,25,15,14,82,5,46,53,8.0,9.0,5,7,12,11,4,3,17,4.0,3,6,74,3.0,37,70,44,8,23,5.0,28
2022-08-28 21:45:00,11,5,17,12,5,16,4,9,2,1.0,6.0,7.0,5.0,5,6.0,3,0,12,3.0,8,8.0,5.0,16.0,11,27,69,1,9,8,6,9,14.0,9,6,7,7,7,12,7,7,4,9,5,6,1.0,1,3.0,2,5,6,2.0,5.0,1,2,10,2.0,22,18,14,43,6,38,19,8.0,4.0,4,8,12,2,8,2,7,3.0,6,5,50,3.0,33,42,37,7,23,8.0,24
2022-08-28 22:00:00,3,3,12,14,17,24,5,8,3,0.0,2.0,8.0,3.0,2,14.0,5,2,12,3.0,8,8.0,5.0,38.0,9,53,110,1,11,8,11,7,11.0,6,5,11,8,6,9,9,0,13,3,6,5,3.0,6,3.0,5,6,7,4.0,5.0,6,4,2,3.0,13,9,2,117,6,36,30,6.0,9.0,3,6,7,9,4,4,5,2.0,3,7,43,2.0,33,39,34,9,13,5.0,23
2022-08-28 22:15:00,4,4,9,6,12,17,7,10,1,5.0,1.0,3.0,3.0,4,5.0,1,4,8,0.0,12,5.0,5.0,6.0,7,9,45,1,3,9,11,5,10.0,6,6,3,8,5,10,8,2,7,6,5,5,3.0,4,1.0,2,4,3,2.0,6.0,1,2,2,2.0,9,3,8,13,8,24,10,8.0,6.0,5,1,4,9,2,3,7,2.0,1,4,31,0.0,27,26,32,0,8,2.0,18
2022-08-28 22:30:00,2,5,10,11,10,12,2,4,0,0.0,1.0,4.0,1.0,1,5.0,1,2,10,1.0,6,5.0,6.0,5.0,4,3,15,0,5,3,4,5,9.0,7,3,6,5,3,3,4,2,7,6,6,4,0.0,8,1.0,1,1,6,2.0,2.0,3,3,4,3.0,8,6,6,23,7,16,13,4.0,6.0,4,3,10,8,12,1,7,1.0,2,3,29,1.0,21,14,12,1,9,3.0,7
2022-08-28 22:45:00,6,3,7,4,7,4,2,2,1,0.0,1.0,3.0,0.0,2,7.0,0,3,4,1.0,6,3.0,4.0,22.0,9,7,77,0,5,10,6,4,3.0,12,6,6,7,2,6,4,1,5,2,6,6,2.0,1,3.0,2,2,4,3.0,3.0,2,1,2,2.0,3,4,3,36,3,15,10,6.0,4.0,3,8,7,12,4,4,3,2.0,5,3,25,2.0,29,12,29,3,5,1.0,14
2022-08-28 23:00:00,10,4,8,6,7,6,4,1,0,0.0,2.0,3.0,0.0,3,7.0,1,2,6,1.0,6,6.0,3.0,0.0,4,4,5,3,3,2,9,3,6.0,3,5,9,4,7,8,6,7,4,5,6,4,0.0,5,0.0,1,3,2,1.0,4.0,3,4,3,1.0,3,0,1,18,1,9,10,2.0,3.0,1,2,4,2,2,1,1,1.0,3,1,16,0.0,22,16,21,3,5,7.0,12
2022-08-28 23:15:00,5,5,7,6,10,7,2,3,2,2.0,0.0,3.0,0.0,2,4.0,1,1,6,1.0,3,5.0,4.0,2.0,2,6,11,1,5,9,2,2,3.0,2,6,4,8,3,5,3,1,6,3,8,5,3.0,6,2.0,4,5,5,1.0,5.0,1,2,2,1.0,4,4,9,9,5,7,6,3.0,6.0,0,2,2,7,1,1,4,2.0,1,3,14,2.0,21,12,13,4,4,0.0,4
2022-08-28 23:30:00,3,2,7,2,6,6,1,4,1,0.0,1.0,2.0,1.0,0,3.0,2,2,6,0.0,4,8.0,2.0,1.0,4,1,10,0,7,4,2,3,4.0,1,4,5,5,3,4,2,1,4,3,2,1,1.0,7,0.0,3,1,2,1.0,2.0,2,1,3,1.0,4,6,5,13,4,12,6,5.0,2.0,1,3,3,4,4,2,2,1.0,2,4,20,0.0,21,11,19,2,2,2.0,5
2022-08-28 23:45:00,5,4,5,2,1,3,1,0,0,0.0,0.0,0.0,1.0,2,3.0,0,1,3,0.0,1,5.0,3.0,4.0,5,1,4,0,2,6,3,3,3.0,2,4,3,3,6,2,3,2,2,3,3,1,2.0,2,3.0,5,1,5,1.0,1.0,2,0,3,0.0,6,2,2,10,0,7,8,5.0,2.0,3,2,8,6,1,3,4,1.0,0,0,16,1.0,12,14,13,0,6,3.0,7
2022-08-29 00:00:00,1,2,5,3,1,2,1,0,1,0.0,1.0,1.0,0.0,1,1.0,0,1,5,0.0,1,6.0,1.0,1.0,5,0,7,2,2,4,2,2,4.0,2,3,1,2,3,7,5,2,4,5,1,1,0.0,2,1.0,1,3,3,3.0,2.0,4,2,1,3.0,3,0,3,11,1,6,4,7.0,1.0,1,7,3,6,1,0,1,4.0,3,2,12,1.0,15,4,6,2,4,0.0,5
2022-08-29 00:15:00,4,3,2,2,1,0,0,0,0,0.0,1.0,1.0,2.0,0,2.0,2,2,3,0.0,6,1.0,2.0,1.0,2,1,4,0,6,6,8,2,5.0,3,3,2,2,4,6,4,2,3,2,3,2,0.0,2,0.0,1,1,3,2.0,0.0,1,3,1,3.0,0,1,4,2,2,6,6,2.0,0.0,0,1,2,1,2,1,1,0.0,4,1,9,0.0,13,6,11,1,1,0.0,4
2022-08-29 00:30:00,3,2,3,0,2,4,2,1,1,0.0,0.0,0.0,1.0,0,1.0,0,1,1,2.0,3,1.0,1.0,0.0,3,1,2,1,2,2,5,4,3.0,2,2,1,2,0,2,1,1,0,6,2,2,0.0,1,1.0,3,2,2,2.0,1.0,1,2,1,1.0,0,2,2,6,2,1,6,1.0,0.0,0,1,4,1,0,1,1,0.0,1,2,10,0.0,6,7,13,0,1,2.0,4
2022-08-29 00:45:00,5,0,3,1,2,2,0,2,2,1.0,1.0,3.0,0.0,0,4.0,2,3,2,2.0,1,0.0,0.0,1.0,2,3,1,1,1,4,2,1,1.0,5,1,3,3,0,2,1,2,4,1,4,3,2.0,1,1.0,0,1,2,1.0,1.0,1,1,1,1.0,5,2,4,1,1,2,1,2.0,0.0,0,1,1,2,2,1,0,1.0,0,1,7,1.0,6,1,6,0,0,1.0,0
2022-08-29 01:00:00,2,0,2,2,1,1,0,1,2,0.0,0.0,0.0,0.0,0,1.0,2,2,2,1.0,5,3.0,3.0,0.0,0,1,0,2,1,0,2,2,3.0,4,4,6,1,1,3,0,4,5,2,2,0,0.0,3,1.0,0,0,1,1.0,1.0,3,0,1,1.0,2,0,2,2,2,4,4,2.0,1.0,1,1,0,1,1,0,2,0.0,0,2,5,0.0,3,6,5,0,2,1.0,1
2022-08-29 01:15:00,2,2,1,2,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,1,0,1,0.0,1,4.0,0.0,1.0,1,0,4,0,3,2,4,1,1.0,0,0,3,2,2,0,6,0,0,0,1,3,0.0,0,1.0,0,0,0,1.0,0.0,0,0,1,1.0,1,2,2,2,1,1,1,0.0,0.0,0,1,1,0,1,0,1,0.0,0,1,2,1.0,2,6,2,1,2,0.0,0
2022-08-29 01:30:00,0,1,1,2,0,1,0,0,0,0.0,1.0,0.0,0.0,0,1.0,1,0,1,0.0,1,0.0,1.0,1.0,2,0,0,0,1,1,3,1,0.0,2,1,6,1,1,0,0,1,0,6,1,3,0.0,0,0.0,0,0,1,1.0,2.0,0,1,2,3.0,1,1,1,0,0,5,3,1.0,0.0,0,1,1,2,0,1,0,0.0,2,0,4,0.0,2,8,2,0,0,1.0,1
2022-08-29 01:45:00,0,3,1,0,1,0,0,0,1,1.0,0.0,1.0,0.0,0,0.0,0,1,0,0.0,1,1.0,0.0,0.0,1,0,2,0,0,0,3,2,1.0,0,1,0,3,2,0,1,0,2,3,3,2,2.0,0,0.0,0,0,1,3.0,2.0,1,1,1,0.0,1,2,1,0,1,2,2,1.0,1.0,1,0,1,1,4,1,0,0.0,0,1,5,0.0,6,1,5,0,0,0.0,0
2022-08-29 02:00:00,3,1,0,0,2,0,0,1,2,0.0,0.0,0.0,0.0,1,1.0,1,0,1,1.0,1,0.0,0.0,0.0,3,0,0,0,2,1,2,5,1.0,2,3,3,1,1,2,2,1,0,3,2,2,1.0,0,0.0,2,1,1,2.0,0.0,1,0,1,0.0,0,1,1,0,1,0,3,0.0,1.0,0,0,0,1,1,0,1,0.0,0,1,4,1.0,2,5,3,0,1,0.0,0
2022-08-29 02:15:00,0,1,1,0,2,2,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,1,0.0,1.0,0.0,0,1,0,0,1,3,1,1,1.0,3,3,3,0,2,1,0,1,0,1,2,0,1.0,1,2.0,2,1,1,2.0,0.0,0,0,1,0.0,0,0,2,3,0,1,0,3.0,1.0,0,1,0,1,1,0,1,0.0,0,0,3,0.0,4,3,0,0,0,1.0,2
2022-08-29 02:30:00,0,3,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,1,1.0,2,1,0,0.0,1,0.0,0.0,1.0,0,0,1,0,1,4,0,0,1.0,1,0,1,2,0,1,2,1,3,1,4,0,0.0,1,1.0,2,0,0,0.0,1.0,0,0,1,0.0,0,0,1,1,0,1,0,0.0,0.0,1,0,0,0,1,0,0,0.0,0,1,4,0.0,3,3,3,0,3,2.0,2
2022-08-29 02:45:00,2,2,1,1,2,0,1,1,0,0.0,0.0,0.0,1.0,0,0.0,0,1,2,1.0,0,0.0,0.0,0.0,0,0,1,0,1,2,0,1,1.0,0,1,1,0,0,1,2,1,0,0,1,0,1.0,1,1.0,0,0,1,0.0,0.0,0,0,2,0.0,2,0,0,1,1,2,2,0.0,0.0,0,1,0,0,0,0,0,0.0,0,0,2,0.0,0,2,0,0,2,0.0,0
2022-08-29 03:00:00,0,0,0,2,1,2,1,0,1,0.0,1.0,0.0,0.0,0,0.0,1,0,0,0.0,0,1.0,2.0,0.0,1,0,1,0,2,1,1,0,0.0,2,0,2,1,1,1,4,0,0,1,1,2,0.0,0,0.0,1,0,0,1.0,0.0,0,0,0,0.0,1,0,2,0,0,3,1,1.0,2.0,0,1,0,0,2,0,0,0.0,0,0,4,0.0,1,4,3,1,1,1.0,0
2022-08-29 03:15:00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0,1.0,0,0,1,0.0,0,0.0,1.0,0.0,0,0,0,0,0,4,0,0,0.0,2,0,1,0,1,0,1,1,1,1,1,0,1.0,1,1.0,0,0,0,1.0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1.0,2.0,1,2,0,0,0,0,1,0.0,0,1,2,0.0,1,2,3,0,1,0.0,2
2022-08-29 03:30:00,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0.0,1,1.0,0.0,0.0,0,0,2,0,0,1,0,0,0.0,1,1,1,2,0,0,0,1,0,0,1,0,0.0,1,1.0,0,0,2,0.0,1.0,1,0,1,0.0,0,0,0,1,0,5,1,2.0,1.0,0,1,1,0,1,0,1,0.0,0,1,1,0.0,0,4,2,0,2,0.0,1
2022-08-29 03:45:00,2,1,1,3,1,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,1,1,1,0.0,1,0,0,1,0,1,2,1,2,0,0,1,2.0,1,1.0,0,0,0,0.0,1.0,0,1,3,0.0,0,0,2,0,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0.0,0,0,3,0.0,1,1,0,0,0,0.0,0
2022-08-29 04:00:00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,1,0.0,1,1.0,0.0,0.0,1,0,1,0,0,1,1,0,0.0,0,1,1,1,0,0,1,0,0,0,1,1,2.0,2,1.0,1,0,2,1.0,0.0,1,0,0,0.0,1,0,1,0,1,0,1,0.0,1.0,0,0,1,1,1,0,1,1.0,0,3,1,0.0,3,0,2,0,1,1.0,0
